0.000000,-0.009998,-0.019888,-0.029661,-0.039312,-0.048833,-0.058218,-0.067463,-0.076563,-0.085513,-0.094309,-0.102949,-0.111429,-0.119747,-0.127900,-0.135888,-0.143709,-0.151363,-0.158848,-0.166165,-0.173314,-0.180296,-0.187111,-0.193760,-0.200245,-0.206566,-0.212727,-0.218727,-0.224571,-0.230258,-0.235793,-0.241177,-0.246412,-0.251502,-0.256448,-0.261254,-0.265922,-0.270454,-0.274854,-0.279125,-0.283268,-0.287288,-0.291186,-0.294965,-0.298628,-0.302178,-0.305618,-0.308949,-0.312175,-0.315298,-0.318321,-0.321246,-0.324075,-0.326811,-0.329456,-0.332013,-0.334483,-0.336868,-0.339172,-0.341395,-0.343540,-0.345608,-0.347602,-0.349523,-0.351373,-0.353153,-0.354866,-0.356513,-0.358094,-0.359613,-0.361069,-0.362465,-0.363801,-0.365079,-0.366301,-0.367466,-0.368577,-0.369634,-0.370639,-0.371591,-0.372493,-0.373345,-0.374147,-0.374901,-0.375606,-0.376265,-0.376877,-0.377443,-0.377963,-0.378439,-0.378870,-0.379256,-0.379599,-0.379898,-0.380154,-0.380367,-0.380537,-0.380664,-0.380749,-0.380792,-0.380792,-0.380749,-0.380664,-0.380537,-0.380367,-0.380154,-0.379898,-0.379599,-0.379256,-0.378870,-0.378439,-0.377963,-0.377443,-0.376877,-0.376265,-0.375606,-0.374901,-0.374147,-0.373345,-0.372493,-0.371591,-0.370639,-0.369634,-0.368577,-0.367466,-0.366301,-0.365079,-0.363801,-0.362465,-0.361069,-0.359613,-0.358094,-0.356513,-0.354866,-0.353153,-0.351373,-0.349523,-0.347602,-0.345608,-0.343540,-0.341395,-0.339172,-0.336868,-0.334483,-0.332013,-0.329456,-0.326811,-0.324075,-0.321246,-0.318321,-0.315298,-0.312175,-0.308949,-0.305618,-0.302178,-0.298628,-0.294965,-0.291186,-0.287288,-0.283268,-0.279125,-0.274854,-0.270454,-0.265922,-0.261254,-0.256448,-0.251502,-0.246412,-0.241177,-0.235793,-0.230258,-0.224571,-0.218727,-0.212727,-0.206566,-0.200245,-0.193760,-0.187111,-0.180296,-0.173314,-0.166165,-0.158848,-0.151363,-0.143709,-0.135888,-0.127900,-0.119747,-0.111429,-0.102949,-0.094309,-0.085513,-0.076563,-0.067463,-0.058218,-0.048833,-0.039312,-0.029661,-0.019888,-0.009998,0.000000
0.049801,0.039882,0.030032,0.020260,0.010573,0.000978,-0.008515,-0.017902,-0.027176,-0.036330,-0.045360,-0.054260,-0.063026,-0.071654,-0.080141,-0.088482,-0.096675,-0.104719,-0.112610,-0.120347,-0.127930,-0.135356,-0.142626,-0.149738,-0.156694,-0.163493,-0.170135,-0.176622,-0.182954,-0.189132,-0.195159,-0.201034,-0.206760,-0.212339,-0.217772,-0.223061,-0.228209,-0.233218,-0.238089,-0.242825,-0.247429,-0.251903,-0.256248,-0.260468,-0.264565,-0.268542,-0.272400,-0.276143,-0.279772,-0.283290,-0.286699,-0.290003,-0.293202,-0.296299,-0.299298,-0.302198,-0.305004,-0.307717,-0.310338,-0.312871,-0.315317,-0.317678,-0.319956,-0.322152,-0.324269,-0.326308,-0.328271,-0.330159,-0.331974,-0.333718,-0.335391,-0.336996,-0.338534,-0.340005,-0.341412,-0.342755,-0.344036,-0.345255,-0.346414,-0.347514,-0.348555,-0.349539,-0.350466,-0.351338,-0.352154,-0.352916,-0.353624,-0.354279,-0.354882,-0.355432,-0.355931,-0.356379,-0.356776,-0.357123,-0.357419,-0.357666,-0.357863,-0.358011,-0.358110,-0.358159,-0.358159,-0.358110,-0.358011,-0.357863,-0.357666,-0.357419,-0.357123,-0.356776,-0.356379,-0.355931,-0.355432,-0.354882,-0.354279,-0.353624,-0.352916,-0.352154,-0.351338,-0.350466,-0.349539,-0.348555,-0.347514,-0.346414,-0.345255,-0.344036,-0.342755,-0.341412,-0.340005,-0.338534,-0.336996,-0.335391,-0.333718,-0.331974,-0.330159,-0.328271,-0.326308,-0.324269,-0.322152,-0.319956,-0.317678,-0.315317,-0.312871,-0.310338,-0.307717,-0.305004,-0.302198,-0.299298,-0.296299,-0.293202,-0.290003,-0.286699,-0.283290,-0.279772,-0.276143,-0.272400,-0.268542,-0.264565,-0.260468,-0.256248,-0.251903,-0.247429,-0.242825,-0.238089,-0.233218,-0.228209,-0.223061,-0.217772,-0.212339,-0.206760,-0.201034,-0.195159,-0.189132,-0.182954,-0.176622,-0.170135,-0.163493,-0.156694,-0.149738,-0.142626,-0.135356,-0.127930,-0.120347,-0.112610,-0.104719,-0.096675,-0.088482,-0.080141,-0.071654,-0.063026,-0.054260,-0.045360,-0.036330,-0.027176,-0.017902,-0.008515,0.000978,0.010573,0.020260,0.030032,0.039882,0.049801
0.096094,0.086428,0.076793,0.067199,0.057654,0.048166,0.038743,0.029393,0.020124,0.010941,0.001852,-0.007137,-0.016021,-0.024793,-0.033450,-0.041987,-0.050399,-0.058683,-0.066835,-0.074852,-0.082731,-0.090471,-0.098070,-0.105525,-0.112835,-0.120000,-0.127018,-0.133890,-0.140614,-0.147192,-0.153622,-0.159906,-0.166045,-0.172039,-0.177889,-0.183596,-0.189163,-0.194589,-0.199877,-0.205028,-0.210044,-0.214927,-0.219679,-0.224301,-0.228797,-0.233166,-0.237413,-0.241538,-0.245544,-0.249434,-0.253208,-0.256869,-0.260420,-0.263863,-0.267199,-0.270430,-0.273559,-0.276588,-0.279518,-0.282352,-0.285092,-0.287738,-0.290294,-0.292761,-0.295140,-0.297434,-0.299644,-0.301772,-0.303818,-0.305786,-0.307676,-0.309489,-0.311228,-0.312893,-0.314485,-0.316007,-0.317458,-0.318841,-0.320155,-0.321404,-0.322586,-0.323703,-0.324757,-0.325748,-0.326676,-0.327542,-0.328348,-0.329094,-0.329780,-0.330406,-0.330975,-0.331485,-0.331937,-0.332332,-0.332670,-0.332952,-0.333176,-0.333345,-0.333457,-0.333513,-0.333513,-0.333457,-0.333345,-0.333176,-0.332952,-0.332670,-0.332332,-0.331937,-0.331485,-0.330975,-0.330406,-0.329780,-0.329094,-0.328348,-0.327542,-0.326676,-0.325748,-0.324757,-0.323703,-0.322586,-0.321404,-0.320155,-0.318841,-0.317458,-0.316007,-0.314485,-0.312893,-0.311228,-0.309489,-0.307676,-0.305786,-0.303818,-0.301772,-0.299644,-0.297434,-0.295140,-0.292761,-0.290294,-0.287738,-0.285092,-0.282352,-0.279518,-0.276588,-0.273559,-0.270430,-0.267199,-0.263863,-0.260420,-0.256869,-0.253208,-0.249434,-0.245544,-0.241538,-0.237413,-0.233166,-0.228797,-0.224301,-0.219679,-0.214927,-0.210044,-0.205028,-0.199877,-0.194589,-0.189163,-0.183596,-0.177889,-0.172039,-0.166045,-0.159906,-0.153622,-0.147192,-0.140614,-0.133890,-0.127018,-0.120000,-0.112835,-0.105525,-0.098070,-0.090471,-0.082731,-0.074852,-0.066835,-0.058683,-0.050399,-0.041987,-0.033450,-0.024793,-0.016021,-0.007137,0.001852,0.010941,0.020124,0.029393,0.038743,0.048166,0.057654,0.067199,0.076793,0.086428,0.096094
0.138312,0.129028,0.119742,0.110464,0.101202,0.091965,0.082760,0.073596,0.064481,0.055422,0.046426,0.037499,0.028650,0.019883,0.011205,0.002621,-0.005863,-0.014243,-0.022514,-0.030673,-0.038714,-0.046635,-0.054433,-0.062105,-0.069648,-0.077061,-0.084340,-0.091486,-0.098496,-0.105369,-0.112105,-0.118703,-0.125163,-0.131485,-0.137668,-0.143714,-0.149622,-0.155393,-0.161029,-0.166529,-0.171895,-0.177128,-0.182230,-0.187202,-0.192045,-0.196760,-0.201350,-0.205816,-0.210159,-0.214382,-0.218486,-0.222473,-0.226345,-0.230103,-0.233750,-0.237286,-0.240715,-0.244038,-0.247256,-0.250372,-0.253387,-0.256303,-0.259121,-0.261844,-0.264473,-0.267010,-0.269456,-0.271813,-0.274082,-0.276264,-0.278362,-0.280377,-0.282310,-0.284162,-0.285935,-0.287629,-0.289247,-0.290788,-0.292255,-0.293648,-0.294968,-0.296217,-0.297394,-0.298501,-0.299539,-0.300509,-0.301411,-0.302245,-0.303013,-0.303716,-0.304352,-0.304924,-0.305431,-0.305874,-0.306253,-0.306568,-0.306820,-0.307009,-0.307135,-0.307198,-0.307198,-0.307135,-0.307009,-0.306820,-0.306568,-0.306253,-0.305874,-0.305431,-0.304924,-0.304352,-0.303716,-0.303013,-0.302245,-0.301411,-0.300509,-0.299539,-0.298501,-0.297394,-0.296217,-0.294968,-0.293648,-0.292255,-0.290788,-0.289247,-0.287629,-0.285935,-0.284162,-0.282310,-0.280377,-0.278362,-0.276264,-0.274082,-0.271813,-0.269456,-0.267010,-0.264473,-0.261844,-0.259121,-0.256303,-0.253387,-0.250372,-0.247256,-0.244038,-0.240715,-0.237286,-0.233750,-0.230103,-0.226345,-0.222473,-0.218486,-0.214382,-0.210159,-0.205816,-0.201350,-0.196760,-0.192045,-0.187202,-0.182230,-0.177128,-0.171895,-0.166529,-0.161029,-0.155393,-0.149622,-0.143714,-0.137668,-0.131485,-0.125163,-0.118703,-0.112105,-0.105369,-0.098496,-0.091486,-0.084340,-0.077061,-0.069648,-0.062105,-0.054433,-0.046635,-0.038714,-0.030673,-0.022514,-0.014243,-0.005863,0.002621,0.011205,0.019883,0.028650,0.037499,0.046426,0.055422,0.064481,0.073596,0.082760,0.091965,0.101202,0.110464,0.119742,0.129028,0.138312
0.176199,0.167380,0.158533,0.149666,0.140788,0.131906,0.123029,0.114164,0.105319,0.096502,0.087720,0.078981,0.070290,0.061656,0.053084,0.044580,0.036151,0.027802,0.019538,0.011365,0.003286,-0.004694,-0.012570,-0.020339,-0.027997,-0.035542,-0.042970,-0.050280,-0.057468,-0.064532,-0.071472,-0.078285,-0.084970,-0.091527,-0.097954,-0.104251,-0.110417,-0.116453,-0.122358,-0.128133,-0.133778,-0.139293,-0.144679,-0.149936,-0.155067,-0.160070,-0.164948,-0.169702,-0.174333,-0.178842,-0.183230,-0.187499,-0.191650,-0.195685,-0.199606,-0.203413,-0.207108,-0.210693,-0.214170,-0.217539,-0.220803,-0.223963,-0.227021,-0.229977,-0.232835,-0.235594,-0.238257,-0.240826,-0.243300,-0.245683,-0.247975,-0.250177,-0.252291,-0.254318,-0.256260,-0.258117,-0.259891,-0.261582,-0.263192,-0.264722,-0.266173,-0.267545,-0.268840,-0.270059,-0.271202,-0.272269,-0.273262,-0.274182,-0.275028,-0.275802,-0.276504,-0.277135,-0.277694,-0.278183,-0.278601,-0.278949,-0.279227,-0.279435,-0.279574,-0.279644,-0.279644,-0.279574,-0.279435,-0.279227,-0.278949,-0.278601,-0.278183,-0.277694,-0.277135,-0.276504,-0.275802,-0.275028,-0.274182,-0.273262,-0.272269,-0.271202,-0.270059,-0.268840,-0.267545,-0.266173,-0.264722,-0.263192,-0.261582,-0.259891,-0.258117,-0.256260,-0.254318,-0.252291,-0.250177,-0.247975,-0.245683,-0.243300,-0.240826,-0.238257,-0.235594,-0.232835,-0.229977,-0.227021,-0.223963,-0.220803,-0.217539,-0.214170,-0.210693,-0.207108,-0.203413,-0.199606,-0.195685,-0.191650,-0.187499,-0.183230,-0.178842,-0.174333,-0.169702,-0.164948,-0.160070,-0.155067,-0.149936,-0.144679,-0.139293,-0.133778,-0.128133,-0.122358,-0.116453,-0.110417,-0.104251,-0.097954,-0.091527,-0.084970,-0.078285,-0.071472,-0.064532,-0.057468,-0.050280,-0.042970,-0.035542,-0.027997,-0.020339,-0.012570,-0.004694,0.003286,0.011365,0.019538,0.027802,0.036151,0.044580,0.053084,0.061656,0.070290,0.078981,0.087720,0.096502,0.105319,0.114164,0.123029,0.131906,0.140788,0.149666,0.158533,0.167380,0.176199
0.209746,0.201437,0.193079,0.184680,0.176247,0.167787,0.159309,0.150819,0.142325,0.133835,0.125355,0.116893,0.108456,0.100051,0.091684,0.083361,0.075090,0.066875,0.058724,0.050640,0.042630,0.034698,0.026850,0.019089,0.011419,0.003846,-0.003629,-0.011001,-0.018267,-0.025425,-0.032471,-0.039405,-0.046223,-0.052924,-0.059506,-0.065968,-0.072308,-0.078527,-0.084623,-0.090595,-0.096443,-0.102168,-0.107768,-0.113244,-0.118596,-0.123825,-0.128931,-0.133915,-0.138776,-0.143517,-0.148138,-0.152639,-0.157023,-0.161289,-0.165439,-0.169475,-0.173397,-0.177206,-0.180904,-0.184493,-0.187972,-0.191345,-0.194611,-0.197773,-0.200832,-0.203788,-0.206644,-0.209400,-0.212058,-0.214620,-0.217085,-0.219456,-0.221734,-0.223919,-0.226014,-0.228018,-0.229934,-0.231762,-0.233503,-0.235158,-0.236729,-0.238215,-0.239618,-0.240939,-0.242178,-0.243336,-0.244413,-0.245411,-0.246330,-0.247171,-0.247933,-0.248618,-0.249226,-0.249757,-0.250211,-0.250590,-0.250892,-0.251119,-0.251270,-0.251345,-0.251345,-0.251270,-0.251119,-0.250892,-0.250590,-0.250211,-0.249757,-0.249226,-0.248618,-0.247933,-0.247171,-0.246330,-0.245411,-0.244413,-0.243336,-0.242178,-0.240939,-0.239618,-0.238215,-0.236729,-0.235158,-0.233503,-0.231762,-0.229934,-0.228018,-0.226014,-0.223919,-0.221734,-0.219456,-0.217085,-0.214620,-0.212058,-0.209400,-0.206644,-0.203788,-0.200832,-0.197773,-0.194611,-0.191345,-0.187972,-0.184493,-0.180904,-0.177206,-0.173397,-0.169475,-0.165439,-0.161289,-0.157023,-0.152639,-0.148138,-0.143517,-0.138776,-0.133915,-0.128931,-0.123825,-0.118596,-0.113244,-0.107768,-0.102168,-0.096443,-0.090595,-0.084623,-0.078527,-0.072308,-0.065968,-0.059506,-0.052924,-0.046223,-0.039405,-0.032471,-0.025425,-0.018267,-0.011001,-0.003629,0.003846,0.011419,0.019089,0.026850,0.034698,0.042630,0.050640,0.058724,0.066875,0.075090,0.083361,0.091684,0.100051,0.108456,0.116893,0.125355,0.133835,0.142325,0.150819,0.159309,0.167787,0.176247,0.184680,0.193079,0.201437,0.209746
0.239124,0.231338,0.223487,0.215579,0.207619,0.199615,0.191574,0.183502,0.175406,0.167295,0.159173,0.151049,0.142929,0.134819,0.126727,0.118659,0.110620,0.102618,0.094658,0.086746,0.078887,0.071087,0.063351,0.055684,0.048090,0.040574,0.033140,0.025793,0.018534,0.011369,0.004301,-0.002669,-0.009536,-0.016299,-0.022955,-0.029502,-0.035939,-0.042264,-0.048474,-0.054570,-0.060550,-0.066414,-0.072160,-0.077787,-0.083297,-0.088688,-0.093960,-0.099114,-0.104150,-0.109067,-0.113866,-0.118548,-0.123113,-0.127562,-0.131896,-0.136115,-0.140219,-0.144211,-0.148091,-0.151860,-0.155518,-0.159068,-0.162509,-0.165844,-0.169072,-0.172195,-0.175215,-0.178132,-0.180948,-0.183663,-0.186278,-0.188795,-0.191215,-0.193539,-0.195767,-0.197901,-0.199941,-0.201889,-0.203746,-0.205511,-0.207188,-0.208775,-0.210274,-0.211685,-0.213010,-0.214248,-0.215401,-0.216469,-0.217453,-0.218353,-0.219170,-0.219904,-0.220555,-0.221124,-0.221611,-0.222017,-0.222341,-0.222584,-0.222746,-0.222827,-0.222827,-0.222746,-0.222584,-0.222341,-0.222017,-0.221611,-0.221124,-0.220555,-0.219904,-0.219170,-0.218353,-0.217453,-0.216469,-0.215401,-0.214248,-0.213010,-0.211685,-0.210274,-0.208775,-0.207188,-0.205511,-0.203746,-0.201889,-0.199941,-0.197901,-0.195767,-0.193539,-0.191215,-0.188795,-0.186278,-0.183663,-0.180948,-0.178132,-0.175215,-0.172195,-0.169072,-0.165844,-0.162509,-0.159068,-0.155518,-0.151860,-0.148091,-0.144211,-0.140219,-0.136115,-0.131896,-0.127562,-0.123113,-0.118548,-0.113866,-0.109067,-0.104150,-0.099114,-0.093960,-0.088688,-0.083297,-0.077787,-0.072160,-0.066414,-0.060550,-0.054570,-0.048474,-0.042264,-0.035939,-0.029502,-0.022955,-0.016299,-0.009536,-0.002669,0.004301,0.011369,0.018534,0.025793,0.033140,0.040574,0.048090,0.055684,0.063351,0.071087,0.078887,0.086746,0.094658,0.102618,0.110620,0.118659,0.126727,0.134819,0.142929,0.151049,0.159173,0.167295,0.175406,0.183502,0.191574,0.199615,0.207619,0.215579,0.223487,0.231338,0.239124
0.264619,0.257344,0.249994,0.242573,0.235090,0.227548,0.219955,0.212317,0.204640,0.196931,0.189196,0.181442,0.173674,0.165900,0.158126,0.150357,0.142601,0.134863,0.127149,0.119466,0.111817,0.104210,0.096650,0.089141,0.081689,0.074297,0.066972,0.059717,0.052536,0.045434,0.038413,0.031478,0.024631,0.017876,0.011215,0.004651,-0.001813,-0.008176,-0.014435,-0.020589,-0.026636,-0.032574,-0.038403,-0.044121,-0.049728,-0.055222,-0.060603,-0.065871,-0.071025,-0.076065,-0.080990,-0.085802,-0.090500,-0.095083,-0.099554,-0.103911,-0.108155,-0.112288,-0.116308,-0.120218,-0.124017,-0.127707,-0.131287,-0.134760,-0.138126,-0.141385,-0.144538,-0.147587,-0.150532,-0.153374,-0.156114,-0.158753,-0.161291,-0.163730,-0.166071,-0.168314,-0.170460,-0.172510,-0.174464,-0.176324,-0.178091,-0.179764,-0.181345,-0.182835,-0.184233,-0.185541,-0.186759,-0.187888,-0.188928,-0.189879,-0.190743,-0.191519,-0.192208,-0.192811,-0.193326,-0.193756,-0.194099,-0.194356,-0.194528,-0.194613,-0.194613,-0.194528,-0.194356,-0.194099,-0.193756,-0.193326,-0.192811,-0.192208,-0.191519,-0.190743,-0.189879,-0.188928,-0.187888,-0.186759,-0.185541,-0.184233,-0.182835,-0.181345,-0.179764,-0.178091,-0.176324,-0.174464,-0.172510,-0.170460,-0.168314,-0.166071,-0.163730,-0.161291,-0.158753,-0.156114,-0.153374,-0.150532,-0.147587,-0.144538,-0.141385,-0.138126,-0.134760,-0.131287,-0.127707,-0.124017,-0.120218,-0.116308,-0.112288,-0.108155,-0.103911,-0.099554,-0.095083,-0.090500,-0.085802,-0.080990,-0.076065,-0.071025,-0.065871,-0.060603,-0.055222,-0.049728,-0.044121,-0.038403,-0.032574,-0.026636,-0.020589,-0.014435,-0.008176,-0.001813,0.004651,0.011215,0.017876,0.024631,0.031478,0.038413,0.045434,0.052536,0.059717,0.066972,0.074297,0.081689,0.089141,0.096650,0.104210,0.111817,0.119466,0.127149,0.134863,0.142601,0.150357,0.158126,0.165900,0.173674,0.181442,0.189196,0.196931,0.204640,0.212317,0.219955,0.227548,0.235090,0.242573,0.249994,0.257344,0.264619
0.286575,0.279784,0.272909,0.265957,0.258932,0.251840,0.244687,0.237477,0.230217,0.222913,0.215571,0.208196,0.200794,0.193372,0.185936,0.178490,0.171043,0.163598,0.156163,0.148742,0.141341,0.133967,0.126623,0.119316,0.112051,0.104832,0.097664,0.090552,0.083500,0.076512,0.069592,0.062745,0.055973,0.049281,0.042671,0.036146,0.029710,0.023365,0.017112,0.010956,0.004897,-0.001062,-0.006920,-0.012675,-0.018326,-0.023872,-0.029311,-0.034642,-0.039865,-0.044980,-0.049984,-0.054879,-0.059664,-0.064338,-0.068902,-0.073355,-0.077698,-0.081931,-0.086054,-0.090066,-0.093970,-0.097764,-0.101450,-0.105028,-0.108499,-0.111862,-0.115119,-0.118271,-0.121318,-0.124260,-0.127099,-0.129835,-0.132468,-0.135001,-0.137432,-0.139763,-0.141995,-0.144128,-0.146163,-0.148100,-0.149941,-0.151685,-0.153334,-0.154888,-0.156348,-0.157714,-0.158986,-0.160165,-0.161252,-0.162247,-0.163150,-0.163962,-0.164683,-0.165313,-0.165852,-0.166301,-0.166661,-0.166930,-0.167109,-0.167199,-0.167199,-0.167109,-0.166930,-0.166661,-0.166301,-0.165852,-0.165313,-0.164683,-0.163962,-0.163150,-0.162247,-0.161252,-0.160165,-0.158986,-0.157714,-0.156348,-0.154888,-0.153334,-0.151685,-0.149941,-0.148100,-0.146163,-0.144128,-0.141995,-0.139763,-0.137432,-0.135001,-0.132468,-0.129835,-0.127099,-0.124260,-0.121318,-0.118271,-0.115119,-0.111862,-0.108499,-0.105028,-0.101450,-0.097764,-0.093970,-0.090066,-0.086054,-0.081931,-0.077698,-0.073355,-0.068902,-0.064338,-0.059664,-0.054879,-0.049984,-0.044980,-0.039865,-0.034642,-0.029311,-0.023872,-0.018326,-0.012675,-0.006920,-0.001062,0.004897,0.010956,0.017112,0.023365,0.029710,0.036146,0.042671,0.049281,0.055973,0.062745,0.069592,0.076512,0.083500,0.090552,0.097664,0.104832,0.112051,0.119316,0.126623,0.133967,0.141341,0.148742,0.156163,0.163598,0.171043,0.178490,0.185936,0.193372,0.200794,0.208196,0.215571,0.222913,0.230217,0.237477,0.244687,0.251840,0.258932,0.265957,0.272909,0.279784,0.286575
0.305357,0.299010,0.292576,0.286059,0.279464,0.272795,0.266058,0.259257,0.252397,0.245484,0.238524,0.231521,0.224481,0.217409,0.210312,0.203195,0.196063,0.188922,0.181778,0.174636,0.167501,0.160380,0.153276,0.146196,0.139145,0.132127,0.125147,0.118211,0.111321,0.104484,0.097703,0.090981,0.084324,0.077734,0.071216,0.064772,0.058406,0.052120,0.045918,0.039802,0.033774,0.027837,0.021993,0.016245,0.010592,0.005038,-0.000416,-0.005769,-0.011020,-0.016168,-0.021211,-0.026149,-0.030982,-0.035708,-0.040327,-0.044840,-0.049244,-0.053542,-0.057732,-0.061814,-0.065788,-0.069655,-0.073415,-0.077068,-0.080613,-0.084053,-0.087386,-0.090614,-0.093736,-0.096754,-0.099667,-0.102477,-0.105183,-0.107786,-0.110288,-0.112687,-0.114986,-0.117184,-0.119282,-0.121280,-0.123179,-0.124980,-0.126683,-0.128289,-0.129797,-0.131209,-0.132525,-0.133745,-0.134870,-0.135899,-0.136834,-0.137675,-0.138421,-0.139074,-0.139633,-0.140098,-0.140471,-0.140750,-0.140936,-0.141029,-0.141029,-0.140936,-0.140750,-0.140471,-0.140098,-0.139633,-0.139074,-0.138421,-0.137675,-0.136834,-0.135899,-0.134870,-0.133745,-0.132525,-0.131209,-0.129797,-0.128289,-0.126683,-0.124980,-0.123179,-0.121280,-0.119282,-0.117184,-0.114986,-0.112687,-0.110288,-0.107786,-0.105183,-0.102477,-0.099667,-0.096754,-0.093736,-0.090614,-0.087386,-0.084053,-0.080613,-0.077068,-0.073415,-0.069655,-0.065788,-0.061814,-0.057732,-0.053542,-0.049244,-0.044840,-0.040327,-0.035708,-0.030982,-0.026149,-0.021211,-0.016168,-0.011020,-0.005769,-0.000416,0.005038,0.010592,0.016245,0.021993,0.027837,0.033774,0.039802,0.045918,0.052120,0.058406,0.064772,0.071216,0.077734,0.084324,0.090981,0.097703,0.104484,0.111321,0.118211,0.125147,0.132127,0.139145,0.146196,0.153276,0.160380,0.167501,0.174636,0.181778,0.188922,0.196063,0.203195,0.210312,0.217409,0.224481,0.231521,0.238524,0.245484,0.252397,0.259257,0.266058,0.272795,0.279464,0.286059,0.292576,0.299010,0.305357
