0.7217468436980571 - 0.4274705136972622im,-0.1189450196622762 - 0.05265311054430388im,-0.03274819142741592 + 0.0052945874676463694im,-0.006262825268972222 + 0.005687783826234293im,-0.000547264666455459 + 0.0020870053862292203im,0.00017338816391968036 + 0.0005222056926570595im,0.00010971185486022007 + 8.749086590984909e-5im,3.562159627139166e-5 + 3.43604774785229e-6im,8.091636593946176e-6 - 4.221506249582758e-6im,1.1421443065854794e-6 - 2.0280464334995865e-6im,-3.803865389783037e-8 - 5.923676544948361e-7im,-9.054428623821242e-8 - 1.2131766502800077e-7im,-3.623101787991185e-8 - 1.3332745579591326e-8im,-9.598785182296338e-9 + 2.191019739607401e-9im,-1.746769737340132e-9 + 1.8037443036245472e-9im,-1.223975056432188e-10 + 6.285458483982517e-10im,6.128677079236296e-11 + 1.5137115448289633e-10im,3.4158894450696326e-11 + 2.3826733876611305e-11im,1.0615892031851622e-11 + 3.4020298663590647e-13im,2.316321687512537e-12 - 1.4042393596823834e-12im,2.9971259380702545e-13 - 6.223973704991749e-13im,-2.253286818959862e-14 - 1.747262494506772e-13im,-2.912513356926601e-14 - 3.4210238957392747e-14im,-1.0984621388046866e-14 - 3.2598540387294152e-15im,-2.8013332114392123e-15 + 8.315070457460562e-16im,-4.830589434824884e-16 + 5.674622759621896e-16im,-2.4297642673876272e-17 + 1.8849303315662948e-16im,2.1031127810662256e-17 + 4.3668054738261185e-17im,1.0570480534671832e-17 + 6.407414048609207e-18im,3.1507259634707305e-18 - 1.0114449878530017e-19im,6.593493350463302e-19 - 4.599678674162961e-19im,7.693244402401726e-20 - 1.900443670790759e-19im,-9.997046804117991e-21 - 5.132252931243491e-20im,-9.277049213560353e-21 - 9.578579122682228e-21im,-3.3154671979787953e-21 - 7.565960440736099e-22im,-8.1389389121821555e-22 + 2.9955857246699966e-22im,-1.322785662189578e-22 + 1.772632652716776e-22im,-3.607621091492094e-24 + 5.630572354595641e-23im,7.040445306822655e-24 + 1.2591524956185668e-23im,3.066129753000039e-24 + 1.8455044143387403e-24im,0.42747051369726224 - 0.278253156301943im,0.052653110544303855 - 0.1189450196622762im,-0.005294587467646364 - 0.03274819142741591im,-0.005687783826234294 - 0.0062628252689722235im,-0.0020870053862292203 - 0.000547264666455458im,-0.0005222056926570596 + 0.00017338816391968033im,-8.749086590984908e-5 + 0.00010971185486022005im,-3.436047747852287e-6 + 3.562159627139166e-5im,4.221506249582758e-6 + 8.091636593946178e-6im,2.0280464334995865e-6 + 1.1421443065854785e-6im,5.923676544948361e-7 - 3.803865389783034e-8im,1.2131766502800074e-7 - 9.054428623821249e-8im,1.3332745579591326e-8 - 3.623101787991185e-8im,-2.191019739607399e-9 - 9.598785182296338e-9im,-1.803744303624547e-9 - 1.7467697373401321e-9im,-6.285458483982517e-10 - 1.2239750564321878e-10im,-1.513711544828963e-10 + 6.128677079236291e-11im,-2.3826733876611302e-11 + 3.4158894450696326e-11im,-3.4020298663590687e-13 + 1.0615892031851622e-11im,1.4042393596823834e-12 + 2.316321687512537e-12im,6.223973704991747e-13 + 2.997125938070253e-13im,1.747262494506772e-13 - 2.2532868189598598e-14im,3.4210238957392747e-14 - 2.912513356926599e-14im,3.2598540387294164e-15 - 1.0984621388046866e-14im,-8.315070457460563e-16 - 2.801333211439212e-15im,-5.674622759621894e-16 - 4.830589434824884e-16im,-1.8849303315662946e-16 - 2.4297642673876334e-17im,-4.3668054738261185e-17 + 2.103112781066225e-17im,-6.4074140486092065e-18 + 1.0570480534671827e-17im,1.0114449878530017e-19 + 3.1507259634707305e-18im,4.599678674162961e-19 + 6.593493350463301e-19im,1.9004436707907587e-19 + 7.693244402401726e-20im,5.132252931243489e-20 - 9.997046804117967e-21im,9.578579122682227e-21 - 9.277049213560348e-21im,7.565960440736104e-22 - 3.3154671979787953e-21im,-2.995585724669995e-22 - 8.138938912182154e-22im,-1.7726326527167758e-22 - 1.3227856621895778e-22im,-5.630572354595641e-23 - 3.607621091492089e-24im,-1.2591524956185669e-23 + 7.040445306822654e-24im,-1.8455044143387403e-24 + 3.0661297530000384e-24im
-0.11894501966227619 - 0.052653110544303855im,0.688998652270641 - 0.42217592622961597im,-0.12520784493124842 - 0.04696532671806956im,-0.03329545609387137 + 0.007381592853875586im,-0.0060894371050525435 + 0.006209989518891353im,-0.00043755281159523775 + 0.0021744962521390693im,0.00020900976019107192 + 0.0005256417404049119im,0.00011780349145416626 + 8.326935966026635e-5im,3.6763740577977144e-5 + 1.4080013143526997e-6im,8.053597940048348e-6 - 4.813873904077599e-6im,1.0516000203472656e-6 - 2.1493640985275864e-6im,-7.426967177774191e-8 - 6.057004000744276e-7im,-1.0014307142050882e-7 - 1.1912664528839336e-7im,-3.797778761725199e-8 - 1.1529001275966772e-8im,-9.72118268793956e-9 + 2.819565588005654e-9im,-1.6854829665477688e-9 + 1.955115458107444e-9im,-8.823861119252218e-11 + 6.52372582274863e-10im,7.190266282421459e-11 + 1.517113574695322e-10im,3.6475216138208856e-11 + 2.2422494516928908e-11im,1.091560462565865e-11 - 2.821943838632709e-13im,2.2937888193229377e-12 - 1.5789656091330615e-12im,2.7058746023775933e-13 - 6.566076094565675e-13im,-3.3517489577645546e-14 - 1.7798610348940659e-13im,-3.1926466780705196e-14 - 3.33787319116467e-14im,-1.1467680331529357e-14 - 2.692391762767224e-15im,-2.825630854113088e-15 + 1.0200000789026866e-15im,-4.620278156718262e-16 + 6.111303307004507e-16im,-1.3727162139204419e-17 + 1.9490044720523874e-16im,2.4181853774132985e-17 + 4.3566910239475886e-17im,1.1229829869718163e-17 + 5.947446181192912e-18im,3.2276584074947487e-18 - 2.911888658643775e-19im,6.493522882422123e-19 - 5.1129039672873135e-19im,6.765539481045688e-20 - 1.9962294620175815e-19im,-1.3312514002096787e-20 - 5.2079125356508517e-20im,-1.009094310477857e-20 - 9.27902055021523e-21im,-3.447745764197756e-21 - 5.793327788019325e-22im,-8.175015123097079e-22 + 3.5586429601295616e-22im,-1.2523812091213518e-22 + 1.8985479022786342e-22im,-5.414913384920482e-25 + 5.815122796029518e-23im,7.040445306822658e-24 + 1.2591524956185674e-23im,0.05265311054430385 - 0.1189450196622762im,0.42217592622961586 - 0.311001347729359im,0.04696532671806955 - 0.12520784493124842im,-0.007381592853875586 - 0.03329545609387137im,-0.006209989518891355 - 0.0060894371050525435im,-0.0021744962521390693 - 0.00043755281159523786im,-0.0005256417404049119 + 0.00020900976019107208im,-8.326935966026632e-5 + 0.00011780349145416626im,-1.4080013143526967e-6 + 3.6763740577977144e-5im,4.813873904077597e-6 + 8.053597940048346e-6im,2.1493640985275873e-6 + 1.051600020347266e-6im,6.057004000744277e-7 - 7.426967177774229e-8im,1.1912664528839337e-7 - 1.0014307142050885e-7im,1.1529001275966779e-8 - 3.7977787617251986e-8im,-2.8195655880056523e-9 - 9.721182687939556e-9im,-1.9551154581074436e-9 - 1.6854829665477688e-9im,-6.523725822748629e-10 - 8.823861119252234e-11im,-1.5171135746953218e-10 + 7.190266282421455e-11im,-2.2422494516928914e-11 + 3.647521613820886e-11im,2.821943838632697e-13 + 1.0915604625658645e-11im,1.5789656091330609e-12 + 2.2937888193229377e-12im,6.566076094565675e-13 + 2.7058746023775923e-13im,1.7798610348940659e-13 - 3.3517489577645483e-14im,3.337873191164669e-14 - 3.192646678070521e-14im,2.692391762767225e-15 - 1.1467680331529355e-14im,-1.0200000789026862e-15 - 2.825630854113088e-15im,-6.111303307004507e-16 - 4.62027815671826e-16im,-1.9490044720523869e-16 - 1.3727162139204453e-17im,-4.356691023947589e-17 + 2.4181853774132994e-17im,-5.947446181192911e-18 + 1.1229829869718162e-17im,2.911888658643765e-19 + 3.2276584074947483e-18im,5.112903967287313e-19 + 6.493522882422121e-19im,1.9962294620175815e-19 + 6.765539481045688e-20im,5.2079125356508517e-20 - 1.3312514002096777e-20im,9.279020550215232e-21 - 1.009094310477857e-20im,5.793327788019327e-22 - 3.447745764197755e-21im,-3.5586429601295616e-22 - 8.17501512309708e-22im,-1.8985479022786335e-22 - 1.252381209121352e-22im,-5.815122796029518e-23 - 5.414913384920534e-25im,-1.2591524956185675e-23 + 7.040445306822655e-24im
-0.03274819142741591 + 0.005294587467646356im,-0.12520784493124842 - 0.04696532671806958im,0.6884513876041856 - 0.42008892084338667im,-0.12503445676732874 - 0.046443121025412516im,-0.033185744239011154 + 0.00746908371978544im,-0.0060538155087811515 + 0.006213425566639205im,-0.0004294611750012919 + 0.0021702747458894863im,0.0002101519044976574 + 0.0005236136939714124im,0.0001177654528002684 + 8.267699200577149e-5im,3.6673196291738925e-5 + 1.2866836493246916e-6im,8.017366922168431e-6 - 4.827206649657186e-6im,1.0420012351649701e-6 - 2.1471730787879786e-6im,-7.601644151508227e-8 - 6.038966557708029e-7im,-1.0026546892615204e-7 - 1.1849809943999503e-7im,-3.7916500846459606e-8 - 1.137763012148387e-8im,-9.687023793488855e-9 + 2.843392321882262e-9im,-1.674867074515916e-9 + 1.955455661094079e-9im,-8.592228950500986e-11 + 6.509683429151803e-10im,7.220237541802162e-11 + 1.5108896009903294e-10im,3.645268327001925e-11 + 2.224776826747822e-11im,1.0886479492089374e-11 - 3.1640462282066483e-13im,2.28280419793489e-12 - 1.5822254631717894e-12im,2.6778612702631977e-13 - 6.557761024108212e-13im,-3.400054852112801e-14 - 1.774186412134443e-13im,-3.1950764423379073e-14 - 3.319023887849005e-14im,-1.1446649203718687e-14 - 2.648723708028959e-15im,-2.8150603735784146e-15 + 1.0264074929512948e-15im,-4.588770897083551e-16 + 6.110291862016652e-16im,-1.3067812804158096e-17 + 1.9444047933782227e-16im,2.4258786218157003e-17 + 4.337686587239678e-17im,1.1219832822914036e-17 + 5.896123651880471e-18im,3.2183813582811853e-18 - 3.0076744498705793e-19im,6.460368210442329e-19 - 5.120469927728046e-19im,6.684150091923861e-20 - 1.9932338762929095e-19im,-1.344479256831572e-20 - 5.19018620912368e-20im,-1.0094550725870048e-20 - 9.222714826669266e-21im,-3.4407053188909295e-21 - 5.667412538457475e-22im,-8.14435382556707e-22 + 3.5770980042729447e-22im,-1.2523812091213516e-22 + 1.8985479022786314e-22im,-3.607621091492108e-24 + 5.630572354595638e-23im,-0.005294587467646364 - 0.03274819142741592im,0.04696532671806955 - 0.12520784493124842im,0.42008892084338667 - 0.31154861239581444im,0.046443121025412495 - 0.12503445676732874im,-0.007469083719785432 - 0.03318574423901115im,-0.006213425566639206 - 0.0060538155087811515im,-0.0021702747458894863 - 0.0004294611750012918im,-0.0005236136939714123 + 0.0002101519044976575im,-8.267699200577148e-5 + 0.0001177654528002684im,-1.2866836493246976e-6 + 3.667319629173892e-5im,4.827206649657185e-6 + 8.017366922168433e-6im,2.1471730787879794e-6 + 1.0420012351649697e-6im,6.038966557708028e-7 - 7.601644151508232e-8im,1.1849809943999503e-7 - 1.00265468926152e-7im,1.1377630121483873e-8 - 3.79165008464596e-8im,-2.8433923218822615e-9 - 9.687023793488855e-9im,-1.955455661094078e-9 - 1.674867074515916e-9im,-6.509683429151802e-10 - 8.592228950500971e-11im,-1.5108896009903292e-10 + 7.220237541802155e-11im,-2.2247768267478217e-11 + 3.645268327001925e-11im,3.164046228206638e-13 + 1.0886479492089374e-11im,1.5822254631717898e-12 + 2.28280419793489e-12im,6.557761024108211e-13 + 2.677861270263198e-13im,1.774186412134443e-13 - 3.4000548521127966e-14im,3.3190238878490035e-14 - 3.195076442337907e-14im,2.648723708028962e-15 - 1.1446649203718686e-14im,-1.026407492951295e-15 - 2.8150603735784146e-15im,-6.11029186201665e-16 - 4.58877089708355e-16im,-1.9444047933782227e-16 - 1.306781280415813e-17im,-4.337686587239678e-17 + 2.425878621815699e-17im,-5.8961236518804715e-18 + 1.1219832822914033e-17im,3.0076744498705817e-19 + 3.2183813582811857e-18im,5.120469927728042e-19 + 6.460368210442329e-19im,1.9932338762929093e-19 + 6.684150091923865e-20im,5.1901862091236786e-20 - 1.3444792568315711e-20im,9.222714826669267e-21 - 1.0094550725870048e-20im,5.667412538457472e-22 - 3.440705318890929e-21im,-3.5770980042729433e-22 - 8.144353825567071e-22im,-1.8985479022786314e-22 - 1.252381209121351e-22im,-5.630572354595639e-23 - 3.607621091492102e-24im
-0.006262825268972226 + 0.005687783826234295im,-0.03329545609387137 + 0.007381592853875574im,-0.12503445676732872 - 0.04644312102541251im,0.6885610994590458 - 0.4200014299774767im,-0.12499883517105735 - 0.046439684977664694im,-0.0331776526024172 + 0.007464862213535857im,-0.006052673364474567 + 0.006211397520205705im,-0.0004294992136551904 + 0.0021696823782349915im,0.00021006136021141928 + 0.0005234923763063842im,0.00011772922178238849 + 8.26636592601919e-5im,3.666359750655662e-5 + 1.2888746690643025e-6im,8.015620152431095e-6 - 4.8254029053535594e-6im,1.0418788376593266e-6 - 2.146544532939581e-6im,-7.595515474429023e-8 - 6.037452846163199e-7im,-1.0023131003170133e-7 - 1.184742727061184e-7im,-3.790588495442774e-8 - 1.1377289918497229e-8im,-9.684707471801342e-9 + 2.8419880825225813e-9im,-1.674567361922109e-9 + 1.954833263723579e-9im,-8.594482237319916e-11 + 6.507936166657295e-10im,7.21732502844523e-11 + 1.510547498600755e-10im,3.6441698648631206e-11 + 2.2244508413439495e-11im,1.0883678158877935e-11 - 3.1557311577491974e-13im,2.282321138991407e-12 - 1.5816580008958277e-12im,2.677618293836458e-13 - 6.555876093776644e-13im,-3.39795173933173e-14 - 1.7737497315870605e-13im,-3.19401939428444e-14 - 3.3183831464441424e-14im,-1.1443498477755217e-14 - 2.648824852527746e-15im,-2.814401024243368e-15 + 1.025947525083879e-15im,-4.588001572643308e-16 + 6.10839141834586e-16im,-1.3077809850962227e-17 + 1.9438915680850982e-16im,2.4249509168943435e-17 + 4.336728729327409e-17im,1.1216517355716057e-17 + 5.895367055836398e-18im,3.2175674643899677e-18 - 3.004678864145913e-19im,6.45904542478014e-19 - 5.118697295075329e-19im,6.683789329814711e-20 - 1.9926708190574506e-19im,-1.3437752123008913e-20 - 5.1889270566280615e-20im,-1.0091484596117055e-20 - 9.220869322254924e-21im,-3.440705318890929e-21 - 5.667412538457464e-22im,-8.175015123097072e-22 + 3.558642960129562e-22im,-1.3227856621895771e-22 + 1.7726326527167756e-22im,-0.005687783826234295 - 0.0062628252689722235im,-0.007381592853875581 - 0.03329545609387137im,0.04644312102541251 - 0.12503445676732872im,0.4200014299774768 - 0.31143890054095413im,0.04643968497766465 - 0.12499883517105735im,-0.0074648622135358444 - 0.0331776526024172im,-0.006211397520205705 - 0.006052673364474566im,-0.0021696823782349915 - 0.00042949921365518964im,-0.0005234923763063842 + 0.00021006136021141923im,-8.266365926019188e-5 + 0.00011772922178238847im,-1.2888746690643054e-6 + 3.666359750655662e-5im,4.825402905353562e-6 + 8.015620152431093e-6im,2.1465445329395813e-6 + 1.0418788376593261e-6im,6.037452846163198e-7 - 7.595515474428999e-8im,1.1847427270611839e-7 - 1.002313100317013e-7im,1.1377289918497234e-8 - 3.790588495442774e-8im,-2.8419880825225797e-9 - 9.68470747180134e-9im,-1.954833263723579e-9 - 1.6745673619221088e-9im,-6.507936166657294e-10 - 8.594482237319927e-11im,-1.5105474986007552e-10 + 7.217325028445227e-11im,-2.2244508413439485e-11 + 3.64416986486312e-11im,3.155731157749175e-13 + 1.0883678158877933e-11im,1.5816580008958273e-12 + 2.282321138991407e-12im,6.555876093776643e-13 + 2.6776182938364593e-13im,1.7737497315870603e-13 - 3.39795173933173e-14im,3.3183831464441424e-14 - 3.194019394284439e-14im,2.6488248525277464e-15 - 1.1443498477755215e-14im,-1.0259475250838787e-15 - 2.814401024243368e-15im,-6.108391418345858e-16 - 4.588001572643309e-16im,-1.9438915680850982e-16 - 1.3077809850962244e-17im,-4.33672872932741e-17 + 2.424950916894343e-17im,-5.895367055836398e-18 + 1.1216517355716054e-17im,3.0046788641459153e-19 + 3.2175674643899673e-18im,5.118697295075327e-19 + 6.459045424780139e-19im,1.99267081905745e-19 + 6.68378932981471e-20im,5.18892705662806e-20 - 1.3437752123008907e-20im,9.220869322254925e-21 - 1.0091484596117053e-20im,5.66741253845746e-22 - 3.4407053188909295e-21im,-3.5586429601295593e-22 - 8.17501512309707e-22im,-1.7726326527167754e-22 - 1.322785662189577e-22im
-0.0005472646664554585 + 0.00208700538622922im,-0.006089437105052546 + 0.006209989518891354im,-0.03318574423901115 + 0.00746908371978542im,-0.12499883517105737 - 0.046439684977664625im,0.6885691910956399 - 0.42000565148372637im,-0.12499769302675078 - 0.04644171302409814im,-0.0331776906410711 + 0.007464269845881343im,-0.006052763908760806 + 0.0062112762025406795im,-0.00042953544467306946 + 0.002169669045489412im,0.000210051761426237 + 0.000523494567326124im,0.00011772747501265109 + 8.266546300449555e-5im,3.666347510905099e-5 + 1.2895032149127103e-6im,8.01568143920189e-6 - 4.825251534199078e-6im,1.0419129965537773e-6 - 2.146520706205705e-6im,-7.594453885225815e-8 - 6.037449444133333e-7im,-1.0022899371001378e-7 - 1.1847567694547812e-7im,-3.790558524183395e-8 - 1.1377912315867747e-8im,-9.684730004669534e-9 + 2.841813356273131e-9im,-1.6745964870556786e-9 + 1.954799053484621e-9im,-8.595580699458762e-11 + 6.507903568116908e-10im,7.217044895124083e-11 + 1.510555813671213e-10im,3.644121558968771e-11 + 2.2245075875715462e-11im,1.0883653861235263e-11 - 3.153846227417568e-13im,2.2823421701192186e-12 - 1.581614332841088e-12im,2.6777239986418107e-13 - 6.555812019636157e-13im,-3.3976366667353804e-14 - 1.773750743032049e-13im,-3.1939534593509324e-14 - 3.3184291432308866e-14im,-1.1443421545311193e-14 - 2.6490148968948328e-15im,-2.8144110212901735e-15 + 1.0258962025545652e-15im,-4.588094343135448e-16 + 6.108295632554632e-16im,-1.3081125318160301e-17 + 1.9438840021246579e-16im,2.4248695275052203e-17 + 4.336758685184658e-17im,1.1216385077149836e-17 + 5.8955443191016726e-18im,3.2175638567688762e-18 - 3.0041158069104465e-19im,6.459115829233212e-19 - 5.118571379825763e-19im,6.684095942790023e-20 - 1.992652364013307e-19im,-1.3437752123008883e-20 - 5.188927056628063e-20im,-1.0094550725870051e-20 - 9.222714826669273e-21im,-3.447745764197751e-21 - 5.793327788019335e-22im,-8.138938912182154e-22 + 2.9955857246699923e-22im,-0.0020870053862292203 - 0.0005472646664554584im,-0.006209989518891354 - 0.006089437105052544im,-0.007469083719785427 - 0.033185744239011154im,0.04643968497766465 - 0.12499883517105734im,0.4200056514837264 - 0.31143080890436026im,0.04644171302409815 - 0.12499769302675076im,-0.0074642698458813545 - 0.03317769064107111im,-0.0062112762025406795 - 0.006052763908760805im,-0.002169669045489412 - 0.0004295354446730698im,-0.0005234945673261239 + 0.00021005176142623695im,-8.266546300449555e-5 + 0.00011772747501265115im,-1.2895032149127128e-6 + 3.666347510905099e-5im,4.825251534199078e-6 + 8.015681439201889e-6im,2.1465207062057045e-6 + 1.0419129965537773e-6im,6.037449444133333e-7 - 7.594453885225803e-8im,1.1847567694547813e-7 - 1.0022899371001377e-7im,1.1377912315867747e-8 - 3.790558524183394e-8im,-2.841813356273126e-9 - 9.684730004669531e-9im,-1.954799053484621e-9 - 1.674596487055679e-9im,-6.507903568116908e-10 - 8.595580699458761e-11im,-1.510555813671213e-10 + 7.217044895124078e-11im,-2.224507587571547e-11 + 3.6441215589687704e-11im,3.153846227417552e-13 + 1.088365386123526e-11im,1.581614332841088e-12 + 2.2823421701192186e-12im,6.555812019636157e-13 + 2.67772399864181e-13im,1.7737507430320485e-13 - 3.397636666735374e-14im,3.3184291432308866e-14 - 3.193953459350933e-14im,2.6490148968948324e-15 - 1.1443421545311191e-14im,-1.025896202554565e-15 - 2.814411021290173e-15im,-6.10829563255463e-16 - 4.588094343135448e-16im,-1.9438840021246576e-16 - 1.3081125318160293e-17im,-4.336758685184658e-17 + 2.42486952750522e-17im,-5.895544319101676e-18 + 1.1216385077149835e-17im,3.0041158069104392e-19 + 3.2175638567688762e-18im,5.118571379825763e-19 + 6.459115829233211e-19im,1.9926523640133067e-19 + 6.684095942790025e-20im,5.188927056628062e-20 - 1.3437752123008874e-20im,9.222714826669272e-21 - 1.009455072587005e-20im,5.793327788019341e-22 - 3.447745764197752e-21im,-2.9955857246699905e-22 - 8.138938912182153e-22im
0.00017338816391968036 + 0.0005222056926570595im,-0.00043755281159523797 + 0.0021744962521390698im,-0.006053815508781151 + 0.006213425566639204im,-0.0331776526024172 + 0.007464862213535851im,-0.12499769302675075 - 0.046441713024098163im,0.6885691530569858 - 0.4200062438513809im,-0.12499778357103697 - 0.04644183434176316im,-0.03317772687208898 + 0.007464256513135778im,-0.006052773507545987 + 0.006211278393560417im,-0.00042953719144280694 + 0.0021696708492337153im,0.0002100516390287313 + 0.0005234951958719721im,0.0001177275362994219 + 8.266561437565003e-5im,3.666350926794544e-5 + 1.2895270416465786e-6im,8.015692055093918e-6 - 4.825251193996092e-6im,1.0419153128754638e-6 - 2.146522110445064e-6im,-7.594423913966427e-8 - 6.037455668107037e-7im,-1.0022901624288201e-7 - 1.1847585167172754e-7im,-3.790561436696751e-8 - 1.1377946526106693e-8im,-9.684740989290918e-9 + 2.841810096419091e-9im,-1.67459928838889e-9 + 1.954799884991668e-9im,-8.595629005353074e-11 + 6.507909242739668e-10im,7.217042465359823e-11 + 1.5105576986015444e-10im,3.6441236620815524e-11 + 2.2245119543770176e-11im,1.0883664431715794e-11 - 3.153782153277129e-13im,2.2823453208451812e-12 - 1.5816144339855884e-12im,2.677730592135157e-13 - 6.555816619314833e-13im,-3.397628973490985e-14 - 1.7737526434757188e-13im,-3.193954459055616e-14 - 3.3184342754838147e-14im,-1.1443430822360405e-14 - 2.6490244754739466e-15im,-2.81441433675737e-15 + 1.0258954459585224e-15im,-4.588102482074357e-16 + 6.108298628140357e-16im,-1.308125759672642e-17 + 1.9438857747573104e-16im,2.424869166743113e-17 + 4.3367643157570115e-17im,1.1216392117595146e-17 + 5.8955569106266245e-18im,3.217566922898629e-18 - 3.0040973518663156e-19im,6.459115829233207e-19 - 5.118571379825766e-19im,6.683789329814713e-20 - 1.9926708190574503e-19im,-1.344479256831572e-20 - 5.19018620912368e-20im,-1.0090943104778562e-20 - 9.279020550215226e-21im,-3.315467197978795e-21 - 7.565960440736096e-22im,-0.0005222056926570595 + 0.00017338816391968036im,-0.002174496252139069 - 0.00043755281159523775im,-0.006213425566639206 - 0.0060538155087811515im,-0.00746486221353585 - 0.0331776526024172im,0.04644171302409814 - 0.12499769302675076im,0.42000624385138086 - 0.31143084694301415im,0.04644183434176318 - 0.12499778357103698im,-0.007464256513135772 - 0.033177726872088975im,-0.0062112783935604175 - 0.006052773507545985im,-0.0021696708492337153 - 0.0004295371914428066im,-0.0005234951958719722 + 0.0002100516390287313im,-8.266561437564999e-5 + 0.00011772753629942194im,-1.2895270416465786e-6 + 3.666350926794543e-5im,4.825251193996092e-6 + 8.015692055093918e-6im,2.1465221104450638e-6 + 1.0419153128754642e-6im,6.037455668107037e-7 - 7.594423913966429e-8im,1.1847585167172752e-7 - 1.0022901624288197e-7im,1.137794652610669e-8 - 3.7905614366967507e-8im,-2.8418100964190902e-9 - 9.684740989290918e-9im,-1.9547998849916675e-9 - 1.6745992883888893e-9im,-6.507909242739667e-10 - 8.595629005353074e-11im,-1.510557698601544e-10 + 7.217042465359819e-11im,-2.2245119543770186e-11 + 3.6441236620815524e-11im,3.1537821532771207e-13 + 1.0883664431715794e-11im,1.5816144339855878e-12 + 2.282345320845181e-12im,6.555816619314831e-13 + 2.6777305921351553e-13im,1.7737526434757188e-13 - 3.397628973490982e-14im,3.3184342754838147e-14 - 3.193954459055615e-14im,2.6490244754739466e-15 - 1.1443430822360403e-14im,-1.0258954459585224e-15 - 2.81441433675737e-15im,-6.108298628140356e-16 - 4.588102482074357e-16im,-1.9438857747573101e-16 - 1.308125759672643e-17im,-4.336764315757011e-17 + 2.4248691667431123e-17im,-5.895556910626625e-18 + 1.1216392117595143e-17im,3.0040973518663107e-19 + 3.2175669228986288e-18im,5.1185713798257645e-19 + 6.459115829233207e-19im,1.99267081905745e-19 + 6.683789329814713e-20im,5.19018620912368e-20 - 1.344479256831572e-20im,9.279020550215224e-21 - 1.0090943104778562e-20im,7.565960440736098e-22 - 3.3154671979787946e-21im
