153,156,189,203.60001,212.60001,217
153.60001,156.8,189.60001,204.39999,213.2,217
154.2,157.8,190.2,205,213.2,217.2
155,158.8,191.60001,205.60001,213.39999,217.60001
155.60001,159.8,193.2,206.60001,214.2,217.39999
156.2,161.2,194.39999,207.39999,214.39999,217.60001
157,162.60001,195.60001,208,214.8,217.8
158,163.60001,196.8,208.8,215.2,217.60001
159.2,165,197.8,209.39999,215.60001,217.60001
160,166.8,198.60001,210.2,216,217.8
161,168.60001,199.8,211,216,218.2
162.2,170.2,201,211.60001,216,218
163.39999,171.39999,202,212,215.8,217.8
164.8,172.39999,202.60001,212.39999,216,218
165.8,173.8,203.39999,212.60001,216.2,217.8
167.2,175.60001,204.60001,212.8,216.39999,218
168.60001,177.39999,205.39999,213,216.8,218.2
170.39999,179,206.39999,213.39999,216.60001,218.39999
172.8,180.60001,207,214.2,216.60001,218.2
174.2,183.2,207.60001,214.39999,216.60001,218.39999
175.60001,184.39999,208.39999,214.8,216.60001,218.60001
177.2,185.39999,209,215,216.60001,218.60001
178.8,186.8,209.60001,215,216.60001,218.8
180.39999,188.39999,210.39999,215,216.60001,219
182,189.8,211,215.2,216.60001,219
184.39999,191.2,211.60001,215.39999,217,218.8
185.60001,193,212.2,215.8,216.60001,219.2
186.60001,194.2,212.8,216,216.8,219.60001
188,195.2,213.2,216.2,216.8,219.60001
189.8,196.60001,213.39999,215.8,216.8,219.60001
191.39999,197.60001,214,215.60001,216.8,219.8
192.8,198.8,214.60001,215.60001,217,219.8
195,200,214.8,215.8,217.2,220.2
196,200.60001,214.60001,216,217.2,221
197.2,201.39999,214.39999,216.39999,217,221.39999
198.8,202.60001,215,216.60001,217.2,221.2
199.8,203.8,215.39999,216.39999,217.39999,221.8
200.8,205,215.60001,216.2,217.60001,222.60001
202,205.60001,215.8,216,217.60001,223
203,206.2,216.2,216.39999,217.60001,223.39999
204,207,216.39999,216.39999,217.60001,224.39999
204.8,207.8,215.8,216.2,217.8,225.8
205.60001,208.39999,216,216.2,217.60001,226.8
206.60001,209.60001,216.39999,216.39999,217.60001,227.60001
207.60001,210.2,216.2,216.39999,217.8,229
208,211,216,216.39999,217.8,231.2
208.2,211.60001,216,216.60001,217.39999,232.2
