-1.5189101,-1.4383399,-1.35838,-1.27354,-1.18809,-1.10172
-1.51799,-1.43742,-1.35746,-1.27262,-1.18717,-1.1008
-1.51738,-1.43681,-1.35655,-1.27201,-1.18656,-1.09989
-1.51677,-1.4362,-1.35594,-1.2714,-1.18595,-1.09928
-1.5164599,-1.43559,-1.35533,-1.2711,-1.18534,-1.09867
-1.5158499,-1.43498,-1.35472,-1.27018,-1.1847301,-1.09806
-1.51494,-1.43437,-1.35411,-1.2698801,-1.1841201,-1.09745
-1.51433,-1.43376,-1.3535,-1.26896,-1.1835099,-1.09714
-1.51372,-1.4331501,-1.35289,-1.26835,-1.1829,-1.09653
-1.51311,-1.4325401,-1.35228,-1.26774,-1.18229,-1.09561
-1.5125,-1.4319299,-1.35166,-1.26682,-1.18168,-1.095
-1.5118901,-1.43162,-1.35075,-1.26621,-1.18107,-1.09439
-1.5112799,-1.43071,-1.34983,-1.2656,-1.18046,-1.09348
-1.5106699,-1.4304,-1.34922,-1.2653,-1.17954,-1.09287
-1.51006,-1.42979,-1.34861,-1.26469,-1.17862,-1.09226
-1.50945,-1.42918,-1.348,-1.26377,-1.17801,-1.09165
-1.50884,-1.42857,-1.3473901,-1.26316,-1.1774,-1.0913399
-1.50822,-1.42766,-1.3467799,-1.26255,-1.17679,-1.09073
-1.50761,-1.4267401,-1.3461699,-1.26194,-1.17618,-1.09012
-1.507,-1.4261301,-1.34556,-1.26133,-1.17557,-1.08951
-1.50639,-1.4255199,-1.34495,-1.26072,-1.17496,-1.0886
-1.50578,-1.4246,-1.34404,-1.26011,-1.17405,-1.08798
-1.50517,-1.42399,-1.34342,-1.2595,-1.17313,-1.08768
-1.50456,-1.42338,-1.34281,-1.25889,-1.17252,-1.08707
-1.50395,-1.42277,-1.3422,-1.25828,-1.17191,-1.08646
-1.50334,-1.42216,-1.34159,-1.25767,-1.1713001,-1.08585
-1.50273,-1.42155,-1.3409801,-1.2570601,-1.171,-1.08524
-1.50212,-1.42094,-1.3403701,-1.2564501,-1.17038,-1.08463
-1.50151,-1.42003,-1.3397599,-1.2558399,-1.16977,-1.08402
-1.5009,-1.4191099,-1.33915,-1.2552299,-1.16916,-1.08341
-1.50029,-1.4184999,-1.33854,-1.25431,-1.16855,-1.0828
-1.49968,-1.41789,-1.33793,-1.2537,-1.16794,-1.08219
-1.49907,-1.41728,-1.33732,-1.25309,-1.16733,-1.08158
-1.4984601,-1.41667,-1.33671,-1.25248,-1.16642,-1.08097
-1.4978499,-1.41606,-1.3361,-1.25187,-1.16581,-1.0803601
-1.4972399,-1.41545,-1.33549,-1.25126,-1.1652,-1.07974
-1.49663,-1.41453,-1.33488,-1.25065,-1.16459,-1.0791301
-1.49571,-1.41392,-1.33427,-1.2500401,-1.16398,-1.0785201
