0.18847819939378654 - 1.6680486103688216e-16im
0.18912768624995768 - 3.8606471434798865e-17im
0.19021624258325828 - 2.7065878104889274e-17im
0.19175309481393565 + 1.9886740232237877e-17im
0.19375138151848503 - 4.163520943880983e-17im
0.1962283833080225 - 2.8497295745056405e-18im
0.19920583076765774 - 9.346996991660864e-17im
0.20271030074547716 - 8.12308685201297e-17im
0.20677371481136558 + 1.1300763898914798e-16im
0.21143395819401262 + 5.25952191532395e-17im
0.21673564336091422 + 1.95658475592426e-16im
0.222731050232375 + 4.386246681379548e-17im
0.22948128571413967 - 3.6727692014404206e-17im
0.23705772016600926 + 8.415960215185593e-17im
0.2455437797375769 - 4.742552187974726e-17im
0.2550372046208233 - 7.135555027427193e-17im
0.2656529298024668 - 9.95634701856219e-17im
0.277526816287679 - 2.8176203034609257e-17im
0.29082057338253614 + 2.0962578669076172e-16im
0.30572839581579137 - 2.846171450618318e-16im
0.3224861479075071 - 2.5068056965734176e-16im
0.34138446696739005 + 1.7944596776174488e-16im
0.3627881472096982 + 1.0196787464059083e-16im
0.3871660765653638 - 2.4919368463219e-16im
0.41513993650205205 + 7.742126216696917e-17im
0.447568659433489 - 1.9513138091753605e-16im
0.48570732395547517 - 5.496685034804247e-16im
0.5315404168482488 - 4.508236997472393e-16im
0.5885986614946789 - 4.678602281500161e-16im
0.6645334464039218 - 2.2203747952581974e-16im
0.7529341988162563 - 0.658095807806824im
0.7529341988162599 + 0.6580958078068254im
0.7617195762196523 - 0.6479068507152509im
0.761719576219653 + 0.6479068507152536im
0.7763045761222169 - 0.6303579975630507im
0.7763045761222219 + 0.6303579975630527im
0.7848852968432325 - 8.720845877178895e-16im
0.7966036079450683 + 0.6045020196896767im
0.7966036079450713 - 0.6045020196896772im
0.8224975488979048 + 0.5687686542496323im
0.8224975488979077 - 0.5687686542496353im
0.8538344430389428 - 0.5205446607932656im
0.8538344430389447 + 0.5205446607932643im
0.8904303930127953 - 0.45511945157186123im
0.8904303930127982 + 0.4551194515718628im
0.9320706392332789 + 0.3622765842271066im
0.9320706392332804 - 0.3622765842271068im
0.9785108201780547 + 0.20619547714357353im
0.9785108201780557 - 0.20619547714357422im
1.2740715159551943 - 3.342296396509108e-22im
1.5048151532649465 - 4.442095193437926e-16im
1.6989505165720389 + 2.23598400805172e-16im
1.8813244831493137 + 2.004241953408375e-15im
2.058853039019992 - 2.4216442831667916e-16im
2.23429406622384 + 1.8676426313198992e-17im
2.408826306680943 - 6.63793616595631e-16im
2.582870919041322 - 1.3148021185474485e-15im
2.7564296344609542 + 4.633554426038102e-16im
2.9292486822358113 + 7.084433222237464e-16im
3.100908384712434 + 8.936738465504715e-16im
3.2708770715642856 + 4.447609562138959e-16im
3.438546277414268 - 9.865188749676349e-18im
3.6032554020416603 - 1.3594545452211206e-16im
3.7643100745908598 - 7.488408745150867e-17im
3.9209965521961796 - 6.26715562692797e-16im
4.07259349460511 + 7.974833312612054e-16im
4.218381916858507 - 8.891569514125757e-16im
4.357653814288293 - 6.385927749575856e-16im
4.489719771700888 - 1.013562931323506e-15im
4.613915756970227 - 5.581130917073917e-16im
4.729609229007573 - 4.766045604378581e-16im
4.836204644832538 - 2.3852543985079183e-16im
4.933148420787969 - 8.262476632360521e-16im
5.0199333832067445 - 5.150012301085374e-16im
5.096102730614088 + 5.165671464036711e-16im
5.161253520685701 - 1.8236272026970728e-16im
5.215039689295927 - 2.348190863286594e-16im
5.257174605172302 - 1.3999339829749862e-16im
5.2874331613107355 - 5.450149404086845e-16im
5.305653402973696 - 5.7230460827885875e-16im
